"property_name","property_url","property_area_or_psf","property_total_price"
"Bishan North Shopping Mall","https://www.srx.com.sg/listings/94896301/for-rent-bishan-north-shopping-mall-excellent-location-good-crowd","189 sqft / $21.16 psf(Built)","$4,000"
"Amoy Street","https://www.srx.com.sg/listings/95035271/for-rent-amoy-street-amoy-street","1,023 sqft / $7.20 psf(Built)","$7,366"
"Telok Blangah Rise","https://www.srx.com.sg/listings/94984131/for-rent-telok-blangah-rise-massage-business-for-takeover","740 sqft / $8.78 psf(Built)","$6,500"
"Science Park Road","https://www.srx.com.sg/listings/94984151/for-rent-science-park-road-canteen-cafe-central-kitchen-space","4,955 sqft / $4.02 psf(Built)","$19,900"
"Jalan Bukit Merah","https://www.srx.com.sg/listings/94975651/for-rent-jalan-bukit-merah-hdb-shop-for-immediate-occupancy","872 sqft / $3.90 psf(Built)","$3,400"
"East Coast Road","https://www.srx.com.sg/listings/94947601/for-rent-east-coast-road-prominent-road-facing-shophouse-don-t-miss","1,792 sqft / $7.81 psf(Built)","$14,000"
"Hongkong Street","https://www.srx.com.sg/listings/94373451/for-rent-hongkong-street-rare-shophouse-for-rent","2,992 sqft / $7.35 psf(Built)","$22,000"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/94373491/for-rent-boat-quay-conservation-area-rare-conserved-shophouse-for-rent","1,535 sqft / $5.86 psf(Built)","$9,000"
"Lavender Street","https://www.srx.com.sg/listings/94923501/for-rent-lavender-street-retail-with-kitchen-attached","688 sqft / $11.05 psf(Built)","$7,600"
"Desker Road","https://www.srx.com.sg/listings/94947711/for-rent-desker-road-2nd-floor-shophouse-attic-for-lease-tattoo-of","1,000 sqft / $3.50 psf(Built)","$3,500"
"Buffalo Road","https://www.srx.com.sg/listings/94250141/for-rent-buffalo-road-buffalo-rd-retail","960 sqft / $12.19 psf(Built)","$11,700"
"East Coast Road","https://www.srx.com.sg/listings/94883521/for-rent-east-coast-road-east-coast-road","1,500 sqft / $5.33 psf(Built)","$8,000"
"MARINE PARADE CENTRAL","https://www.srx.com.sg/listings/94865611/for-rent-marine-parade-central-well-located-ground-floor-shop-space-at-marine-par","1,779 sqft / $10.50 psf(Built)","$18,680"
"Desker Road Conservation Area","https://www.srx.com.sg/listings/94856241/for-rent-desker-road-conservation-area-desker-corner-shophouse-2nd-floor-only","1,238 sqft / $3.88 psf(Built)","$4,800"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/94849151/for-rent-boat-quay-conservation-area-cbd-f-b-shophouse-for-rent-near-clarke-quay-mrt-a","1,400 sqft / $5.36 psf(Built)","$7,500"
"Kerbau Road","https://www.srx.com.sg/listings/94289401/for-rent-kerbau-road-kerbau-road","2,500 sqft / $6.40 psf(Built)","$16,000"
"Little India Conservation Area","https://www.srx.com.sg/listings/94292611/for-rent-little-india-conservation-area-cuff-road","1,300 sqft / $2.31 psf(Built)","$3,000"
"Ghim Moh Road","https://www.srx.com.sg/listings/94821641/for-rent-ghim-moh-road-blk-19-ghim-moh-shop-for-rent","160 sqft / $28.13 psf(Built)","$4,500"
"North Buona Vista Drive","https://www.srx.com.sg/listings/94821651/for-rent-north-buona-vista-drive-metropolis-fnb-space-for-rent","1,100 sqft / $12.00 psf(Built)","$13,200"
"Tampines Street 44","https://www.srx.com.sg/listings/94821661/for-rent-tampines-street-44-blk-476-tampines-shop-space-n-yellow-box-for-rent","200 sqft / $12.50 psf(Built)","$2,500"
"Raffles Quay","https://www.srx.com.sg/listings/94821701/for-rent-raffles-quay-hong-leong-building-fnb-for-rent","2,000 sqft / $12.00 psf(Built)","$24,000"
"Purvis Street","https://www.srx.com.sg/listings/94801861/for-rent-purvis-street-fully-fitted-fnb-for-take-over-at-purvis-street-hi","1,850 sqft / $9.73 psf(Built)","$18,000"
"Clementi West Street 2","https://www.srx.com.sg/listings/94786891/for-rent-clementi-west-street-2-ground-floor-currently-f-and-b-unit-can-do-any-ret","720 sqft / $7.22 psf(Built)","$5,200"
"The Arcade","https://www.srx.com.sg/listings/94784861/for-rent-the-arcade-heavy-human-flow-near-to-entrance","291 sqft / $17.18 psf(Built)","$5,000"
"Club Street","https://www.srx.com.sg/listings/94769881/for-rent-club-street-office-space-at-club-street-for-rent","1,250 sqft / $7.04 psf(Built)","$8,800"
"Chai Chee Road","https://www.srx.com.sg/listings/94705111/for-rent-chai-chee-road-chai-chee-road","750 sqft / $6.67 psf(Built)","$5,000"
"Vision Exchange","https://www.srx.com.sg/listings/94737161/for-rent-vision-exchange-fully-fiited-f-b-restaurant-for-immediate-rental","388 sqft / $9.02 psf(Built)","$3,500"
"Vision Exchange","https://www.srx.com.sg/listings/94737151/for-rent-vision-exchange-fully-fitted-high-ceiling-f-b-for-immediate-rental","765 sqft / $8.89 psf(Built)","$6,800"
"Joo Chiat Road","https://www.srx.com.sg/listings/94736851/for-rent-joo-chiat-road-great-retail-opportunity-along-joo-chiat-road","550 sqft / $7.00 psf(Built)","$3,850"
"The Arcade","https://www.srx.com.sg/listings/94765811/for-rent-the-arcade-collyer-quay","260 sqft / $13.46 psf(Built)","$3,500"
"Clifford Centre","https://www.srx.com.sg/listings/94765701/for-rent-clifford-centre-raffles-place","383 sqft / $20.00 psf(Built)","$7,660"
"Robinson Road","https://www.srx.com.sg/listings/94508931/for-rent-robinson-road-capital-tower-f-b-unit-restaurant-for-lease","1,205 sqft / $15.01 psf(Built)","$18,085"
"Jalan Besar","https://www.srx.com.sg/listings/94373521/for-rent-jalan-besar-ground-floor-unit-perfect-for-retail","1,200 sqft / $4.17 psf(Built)","$5,000"
"Geylang Road","https://www.srx.com.sg/listings/94693041/for-rent-geylang-road-retail-shophouse-geylang-road","2,400 sqft / $7.00 psf(Built)","$16,800"
"Tanjong Pagar Conservation Area","https://www.srx.com.sg/listings/94681441/for-rent-tanjong-pagar-conservation-area-office-space-near-tanjong-pagar-mrt","1,600 sqft / $5.38 psf(Built)","$8,600"
"Jalan Berseh","https://www.srx.com.sg/listings/94702531/for-rent-jalan-berseh-jalan-berseh","300 sqft / $8.67 psf(Built)","$2,600"
"International Building","https://www.srx.com.sg/listings/94660081/for-rent-international-building-international-building-fnb-for-rent","365 sqft / $20.27 psf(Built)","$7,400"
"International Plaza","https://www.srx.com.sg/listings/94690111/for-rent-international-plaza-anson-road","176 sqft / $25.57 psf(Built)","$4,500"
"Duxton Road","https://www.srx.com.sg/listings/94540141/for-rent-duxton-road-duxton-road-fnb-space-for-rent","1,950 sqft / $10.26 psf(Built)","$20,000"
"Coleman Street","https://www.srx.com.sg/listings/94540151/for-rent-coleman-street-peninsula-shopping-centre-shop-for-rent","1,465 sqft / $6.08 psf(Built)","$8,900"
"Veerasamy Road","https://www.srx.com.sg/listings/94519451/for-rent-veerasamy-road-veerasamy-shop-space-for-takeover","2,000 sqft / $3.50 psf(Built)","$7,000"
"Carlisle Road","https://www.srx.com.sg/listings/94477671/for-rent-carlisle-road-vision-exchange-fnb-for-takeover","800 sqft / $7.88 psf(Built)","$6,300"
"Broadrick Road","https://www.srx.com.sg/listings/94477681/for-rent-broadrick-road-grandeur-park-residences-shop-space-for-rent","270 sqft / $27.78 psf(Built)","$7,500"
"Shelford Road","https://www.srx.com.sg/listings/94477731/for-rent-shelford-road-19-shelford-shop-space-for-rent","463 sqft / $6.05 psf(Built)","$2,800"
"MAJU AVENUE","https://www.srx.com.sg/listings/94477771/for-rent-maju-avenue-myvillage-fnb-space-for-rent","1,369 sqft / $19.72 psf(Built)","$27,000"
"Fnb approved Geylang Rd shophouse","https://www.srx.com.sg/listings/94476021/for-rent-fnb-approved-geylang-rd-shophouse-fnb-restaurant-along-geylang-road-for-lease","1,150 sqft / $6.96 psf(Built)","$7,999"
"Changi Road","https://www.srx.com.sg/listings/94474491/for-rent-changi-road-affordable-studio-including-utilities-and-wifi","500 sqft / $4.00 psf(Built)","$2,000"
"Bukit Merah Lane 1","https://www.srx.com.sg/listings/94450421/for-rent-bukit-merah-lane-1-half-shop-front-for-rent-facing-alexandra-road","342 sqft / $6.43 psf(Built)","$2,200"
"Sims Avenue","https://www.srx.com.sg/listings/94423611/for-rent-sims-avenue-heavy-foot-fall-shophouse-for-immediate-rental","1,500 sqft / $6.33 psf(Built)","$9,500"
"Aliwal Street","https://www.srx.com.sg/listings/94423621/for-rent-aliwal-street-heavy-footfall-shophouse-for-immediate-rental","1,640 sqft / $4.45 psf(Built)","$7,300"
"Clementi Avenue 3","https://www.srx.com.sg/listings/94152661/for-rent-clementi-avenue-3-clementi-avenue-3","350 sqft / $32.86 psf(Built)","$11,500"
"Raeburn Park","https://www.srx.com.sg/listings/94399371/for-rent-raeburn-park-f-b-cloud-kitchen-canteen-restaurant-cafe-for-rent","5,000 sqft / $6.50 psf(Built)","$32,500"
"Kallang Bahru","https://www.srx.com.sg/listings/94399391/for-rent-kallang-bahru-f-b-cloud-kitchen-canteen-cafe-for-rent","2,612 sqft / $6.00 psf(Built)","$15,676"
"Little India Conservation Area","https://www.srx.com.sg/listings/94389481/for-rent-little-india-conservation-area-cheap-ground-floor-shophouse-for-rent","700 sqft / $5.71 psf(Built)","$3,999"
"Orchard Road","https://www.srx.com.sg/listings/94369131/for-rent-orchard-road-huge-outdoor-area-restaurant-in-city-area-road-fa","5,000 sqft / $11.60 psf(Built)","$58,000"
"Stevens Road","https://www.srx.com.sg/listings/94369101/for-rent-stevens-road-car-parking-in-front-of-the-restaurant-rarely-ava","1,367 sqft / $10.97 psf(Built)","$15,000"
"Clementi Avenue 3","https://www.srx.com.sg/listings/94360761/for-rent-clementi-avenue-3-rare-ground-floor-shop-space-next-to-clementi-mall","370 sqft / $22.43 psf(Built)","$8,300"
"Veerasamy Road","https://www.srx.com.sg/listings/94357901/for-rent-veerasamy-road-hdb-shophouse-mins-from-jalan-besar-mrt","1,000 sqft / $4.00 psf(Built)","$4,000"
"Boat Quay Conservation Area","https://www.srx.com.sg/listings/94356981/for-rent-boat-quay-conservation-area-beautifully-and-tastefully-restored-and-renovated","1,000 sqft / $6.00 psf(Built)","$6,000"
"Bedok North Street 1","https://www.srx.com.sg/listings/94297751/for-rent-bedok-north-street-1-ground-level-half-shop-bedok-central","300 sqft / $23.33 psf(Built)","$7,000"
"Bedok North Street 1","https://www.srx.com.sg/listings/94027411/for-rent-bedok-north-street-1-bedok-central-shop-for-rent","750 sqft / $18.00 psf(Built)","$13,500"
"Pekin Street","https://www.srx.com.sg/listings/94297081/for-rent-pekin-street-pekin-street-shophouse-spacious-office-layout","4,068 sqft / $6.50 psf(Built)","$26,442"
"Bukit Batok Street 52","https://www.srx.com.sg/listings/94327201/for-rent-bukit-batok-street-52-half-shop-for-rent-3aircon-with-glass-main-door","330 sqft / $6.97 psf(Built)","$2,300"
"Telok Ayer Conservation Area","https://www.srx.com.sg/listings/94325111/for-rent-telok-ayer-conservation-area-club-st-shophouse-01-fnb-03-soho-for-rent","800 sqft / $10.63 psf(Built)","$8,500"
"China Square Central","https://www.srx.com.sg/listings/94311571/for-rent-china-square-central-shophouse-with-lifts-and-escalator-fully-fitted","3,900 sqft / $6.50 psf(Built)","$25,350"
"The Bencoolen","https://www.srx.com.sg/listings/94311631/for-rent-the-bencoolen-near-bugis-mrt-opposite-hawker-centre-corner-uni","2,440 sqft / $5.50 psf(Built)","$13,420"
"Bt Centre","https://www.srx.com.sg/listings/94311431/for-rent-bt-centre-brand-new-whole-building-facing-main-road-high-vi","21,600 sqft / $5.00 psf(Built)","$108,000"
"Serangoon Road","https://www.srx.com.sg/listings/94311221/for-rent-serangoon-road-farrer-park-mrt-whole-building-near-to-farrer-pa","8,900 sqft / $3.60 psf(Built)","$32,000"
"City Square Mall","https://www.srx.com.sg/listings/94311231/for-rent-city-square-mall-farrer-park-mrt-whole-building-near-to-centrium","8,900 sqft / $3.60 psf(Built)","$32,000"
"Queen Street","https://www.srx.com.sg/listings/94285061/for-rent-queen-street-hotel-royal-queens-fnb-space-for-rent","1,916 sqft / $8.35 psf(Built)","$16,000"
"Tyrwhitt Road","https://www.srx.com.sg/listings/94258351/for-rent-tyrwhitt-road-ideal-for-retail-cafe-fnb","1,162 sqft / $8.18 psf(Built)","$9,500"
"People's Park Complex","https://www.srx.com.sg/listings/94258321/for-rent-people-s-park-complex-ground-floor-premium-fnb-retail-good-frontage","2,175 sqft / $11.95 psf(Built)","$26,000"
"Tai Thong Crescent","https://www.srx.com.sg/listings/94289151/for-rent-tai-thong-crescent-good-frontage-partial-fitted-shophouse-for-lease","1,620 sqft / $5.56 psf(Built)","$9,000"
"Ang Mo Kio Avenue 8","https://www.srx.com.sg/listings/94257301/for-rent-ang-mo-kio-avenue-8-blk-711-amk-shop-for-rent","150 sqft / $28.67 psf(Built)","$4,300"
"Jalan Besar","https://www.srx.com.sg/listings/94257341/for-rent-jalan-besar-arc-380-shop-for-rent","2,098 sqft / $9.53 psf(Built)","$20,000"
"Turf Club Road","https://www.srx.com.sg/listings/94257401/for-rent-turf-club-road-horsecity-bistro-space-for-rent","2,100 sqft / $6.19 psf(Built)","$13,000"
"Duxton Road","https://www.srx.com.sg/listings/94250501/for-rent-duxton-road-duxton-road-f-b-for-rent-near-tg-pagar-mrt-up","1,300 sqft / $8.46 psf(Built)","$11,000"
"Bedok North Street 1","https://www.srx.com.sg/listings/94250371/for-rent-bedok-north-street-1-bedok-central-shop-for-rent","750 sqft / $18.00 psf(Built)","$13,500"
"New Bridge Road","https://www.srx.com.sg/listings/94237741/for-rent-new-bridge-road-corner-shophouse-facing-main-road","2,510 sqft / $9.96 psf(Built)","$25,000"
"Bukit Pasoh Conservation Area","https://www.srx.com.sg/listings/94222881/for-rent-bukit-pasoh-conservation-area-ground-floor-f-b-shophouse-at-keong-siak-road-for","1,369 sqft / $18.26 psf(Built)","$25,000"
"The Arcade","https://www.srx.com.sg/listings/94209131/for-rent-the-arcade-prime-location-city-fully-fitted-ready-for-f-b","312 sqft / $22.44 psf(Built)","$7,000"
"Kreta Ayer Conservation Area","https://www.srx.com.sg/listings/94200221/for-rent-kreta-ayer-conservation-area-brand-new-nicely-reno","3,500 sqft / $10.25 psf(Built)","$35,888"
"Mackenzie Regency","https://www.srx.com.sg/listings/94218751/for-rent-mackenzie-regency-mackenzie-road","603 sqft / $5.22 psf(Built)","$3,150"
"Norris Road","https://www.srx.com.sg/listings/94188881/for-rent-norris-road-shophouse-for-rent","1,800 sqft / $3.61 psf(Built)","$6,500"
"Ang Mo Kio Avenue 8","https://www.srx.com.sg/listings/94179891/for-rent-ang-mo-kio-avenue-8-hdb-shop-at-amk-central","1,634 sqft / $2876.38 psf(Built)","$4,700,000"
"Ang Mo Kio Avenue 6","https://www.srx.com.sg/listings/94172351/for-rent-ang-mo-kio-avenue-6-centrally-located-double-storey-shophouse-for-leas","1,800 sqft / $9.33 psf(Built)","$16,800"
"Jurong West Street 41","https://www.srx.com.sg/listings/94186771/for-rent-jurong-west-street-41-shophouse-479-jurong-west-street-41","1,700 sqft / $2.94 psf(Built)","$5,000"
"Balestier Road","https://www.srx.com.sg/listings/94158291/for-rent-balestier-road-ground-flr-fnb-shophouse-fronting-stretch-of-main","1,100 sqft / $8.80 psf(Built)","$9,680"
"Jalan Besar","https://www.srx.com.sg/listings/94158421/for-rent-jalan-besar-groundfloor-shop-with-good-frontage-along-busy-jal","1,200 sqft / $4.33 psf(Built)","$5,200"
"Jurong Gateway Road","https://www.srx.com.sg/listings/94158431/for-rent-jurong-gateway-road-good-size-unit-beside-foodcourt-with-good-footfall","1,200 sqft / $10.00 psf(Built)","$12,000"
"JK Building","https://www.srx.com.sg/listings/94158441/for-rent-jk-building-good-size-shop-for-rent-near-beauty-world-mrt-good","780 sqft / $5.38 psf(Built)","$4,200"
"Sims Avenue","https://www.srx.com.sg/listings/94157971/for-rent-sims-avenue-double-storey-shophouse-new-reno-along-sims-ave-rd","2,100 sqft / $4.43 psf(Built)","$9,300"
"Ang Mo Kio Avenue 10","https://www.srx.com.sg/listings/94158001/for-rent-ang-mo-kio-avenue-10-education-centre-at-chong-boon-centre-amk-ave-10-o","721 sqft / $3.74 psf(Built)","$2,700"
"Bedok North Street 1","https://www.srx.com.sg/listings/94158031/for-rent-bedok-north-street-1-hdb-whole-shop-for-rent-at-blk-214-bedok-central-w","750 sqft / $18.47 psf(Built)","$13,850"
"Clementi Avenue 3","https://www.srx.com.sg/listings/94158141/for-rent-clementi-avenue-3-shop-with-2nd-floor-unit-and-yellow-box-provision","1,150 sqft / $13.00 psf(Built)","$14,950"
"Pasir Panjang Gardens","https://www.srx.com.sg/listings/94157831/for-rent-pasir-panjang-gardens-half-shop-for-rent-tastefully-reno-suites-minimart","379 sqft / $8.71 psf(Built)","$3,300"
"Monville Mansions","https://www.srx.com.sg/listings/94157841/for-rent-monville-mansions-good-wide-frontage-with-2nd-floor-3-phase-60amp-fn","2,347 sqft / $4.05 psf(Built)","$9,500"
"Clementi Avenue 3","https://www.srx.com.sg/listings/94157861/for-rent-clementi-avenue-3-hdb-half-shop-fronting-clementi-mall-supreme-footf","320 sqft / $28.13 psf(Built)","$9,000"
"Bukit Merah Central","https://www.srx.com.sg/listings/94157941/for-rent-bukit-merah-central-coffeeshop-for-takeover-at-bt-merah-ctrl-near-bus","3,800 sqft / $6.84 psf(Built)","$26,000"
"JK Building","https://www.srx.com.sg/listings/94157761/for-rent-jk-building-studentcare-education-centre-for-cheap-takeover-wa","780 sqft / $4.87 psf(Built)","$3,800"
"Clementi Avenue 3","https://www.srx.com.sg/listings/94157801/for-rent-clementi-avenue-3-hdb-half-shop-for-takeover-at-blk-443-clementi-ave","305 sqft / $39.02 psf(Built)","$11,900"
"Haji Lane","https://www.srx.com.sg/listings/94117941/for-rent-haji-lane-suitable-for-bakery","1,155 sqft / $7.71 psf(Built)","$8,900"
"Woodlands Street 32","https://www.srx.com.sg/listings/94129371/for-rent-woodlands-street-32-hdb-shop-for-take-over","301 sqft / $8.97 psf(Built)","$2,700"
"Yishun Avenue 5","https://www.srx.com.sg/listings/94129381/for-rent-yishun-avenue-5-yishun-avenue-5","301 sqft / $24.92 psf(Built)","$7,500"
"Woodlands Street 32","https://www.srx.com.sg/listings/94129391/for-rent-woodlands-street-32-woodlands-street-32","333 sqft / $8.11 psf(Built)","$2,700"
"Woodlands Street 32","https://www.srx.com.sg/listings/94129401/for-rent-woodlands-street-32-woodlands-street-32","93 sqft / $68.82 psf(Built)","$6,400"
"Yishun Street 72","https://www.srx.com.sg/listings/94129351/for-rent-yishun-street-72-yishun-formerly-known-as-nee-soon-is-a-residenti","720 sqft / $6.94 psf(Built)","$5,000"
"Hongkong Street","https://www.srx.com.sg/listings/94090001/for-rent-hongkong-street-4-storey-shophouse-mins-to-clarke-quay-mrt-malls","4,455 sqft / $4.49 psf(Built)","$20,000"
"Bedok North Street 1","https://www.srx.com.sg/listings/93924471/for-rent-bedok-north-street-1-bedok-north-street-1","750 sqft / $18.40 psf(Built)","$13,800"
"Bukit Merah View","https://www.srx.com.sg/listings/94019711/for-rent-bukit-merah-view-rare-gem-heavy-foot-fall-in-the-central-of-bukit-m","2,000 sqft / $7.90 psf(Built)","$15,800"
"Temple Street","https://www.srx.com.sg/listings/94017881/for-rent-temple-street-temple-street","972 sqft / $8.23 psf(Built)","$8,000"
"214 Bedok North Street 1","https://www.srx.com.sg/listings/93978511/for-rent-214-bedok-north-street-1-shop-for-rental","750 sqft / $18.00 psf(Built)","$13,500"
"Cuff Road","https://www.srx.com.sg/listings/93994331/for-rent-cuff-road-cuff-road","2,059 sqft / $4.86 psf(Built)","$10,000"
"Jurong Gateway","https://www.srx.com.sg/listings/97093671/for-rent-jurong-gateway-jurong-gateway-road","1,650 sqft / $12.12 psf(Built)","$20,000"
"Jurong East Street 31","https://www.srx.com.sg/listings/96913381/for-rent-jurong-east-street-31-jurong-east-street-31","1,895 sqft / $8.97 psf(Built)","$17,000"
"Tiong Bahru Orchid","https://www.srx.com.sg/listings/95556321/for-rent-tiong-bahru-orchid-jalan-bukit-merah","2,498 sqft / $7.21 psf(Built)","$18,000"
"Carpenter Street","https://www.srx.com.sg/listings/95722281/for-rent-carpenter-street-carpenter-street","3,079 sqft / $6.50 psf(Built)","$20,000"
"Carpenter Street","https://www.srx.com.sg/listings/95722301/for-rent-carpenter-street-carpenter-street","4,349 sqft / $6.51 psf(Built)","$28,300"
"BUKIT PASOH EXTNSN CONSTN AREA","https://www.srx.com.sg/listings/97159751/for-rent-bukit-pasoh-extnsn-constn-area-jiak-chuan-road","936 sqft / $19.23 psf(Built)","$18,000"
"Yio Chu Kang Road","https://www.srx.com.sg/listings/97702431/for-rent-yio-chu-kang-road-yio-chu-kang-road","1,865 sqft / $5.09 psf(Built)","$9,500"
